time,AF3,F7,F3,FC5,T7,P7,O1
18.297,24.277,22.312,24.000,22.524,23.341,24.620,25.471
18.305,33.378,33.980,36.789,33.132,31.820,36.098,36.224
18.312,42.641,40.063,43.063,39.840,41.299,39.365,40.581
18.320,43.233,40.585,42.061,40.410,41.008,40.837,42.625
18.328,34.187,35.829,37.346,36.599,37.074,33.155,35.690
18.336,25.930,30.045,26.577,27.599,30.396,28.075,25.636
18.344,20.624,21.193,19.488,23.223,20.257,21.999,24.513
18.352,20.730,21.636,18.139,17.701,18.825,17.408,18.576
18.359,17.606,14.336,14.269,18.985,17.072,15.791,15.719
18.367,9.593,9.069,9.254,12.364,12.249,9.524,12.421
18.375,4.301,5.774,4.238,7.206,5.940,2.765,6.096
18.383,0.153,4.547,1.483,4.959,4.799,3.783,3.450
18.391,8.752,7.573,8.999,8.234,10.461,9.666,6.102
18.398,21.083,21.778,16.930,19.171,21.778,18.175,19.577
18.406,34.541,32.782,29.996,31.612,31.418,30.405,33.845
18.414,37.592,41.491,41.839,38.049,37.337,41.116,38.895
18.422,40.176,38.222,41.745,38.484,38.757,40.028,39.052
18.430,37.403,34.077,34.822,35.917,35.053,35.185,35.387
18.438,30.792,33.651,32.651,31.696,29.205,30.041,32.411
18.445,29.457,32.276,28.807,31.384,32.704,26.633,29.317
18.453,27.502,25.885,27.652,30.277,28.442,26.818,25.782
18.461,24.991,26.942,27.438,27.004,27.851,28.606,27.022
18.469,20.218,24.962,21.739,19.941,24.023,23.491,23.583
18.477,20.848,20.972,22.131,18.183,19.069,20.508,18.881
18.484,20.501,21.265,17.935,21.962,19.549,22.632,22.513
18.492,26.146,31.635,29.496,29.837,26.917,27.763,30.000
18.500,40.084,40.089,40.755,42.889,41.906,39.373,39.694
18.508,56.906,52.567,56.612,54.882,56.760,54.212,54.375
18.516,59.416,62.335,62.288,60.934,62.837,62.451,59.260
18.523,60.224,61.331,65.243,60.264,62.111,62.406,61.536
18.531,57.202,56.588,60.925,59.834,61.313,59.891,58.204
18.539,52.943,53.944,51.925,55.382,55.838,52.455,54.448
18.547,53.240,50.716,53.247,51.407,51.221,51.738,49.898
18.555,54.048,52.669,51.139,55.011,53.069,49.984,52.097
18.562,49.850,48.033,48.455,48.932,46.368,51.511,51.420
18.570,46.290,42.404,42.667,42.592,44.732,45.360,44.666
18.578,38.884,41.071,42.688,40.630,38.846,42.186,41.398
18.586,42.031,44.258,40.998,43.361,41.224,41.821,40.188
18.594,48.098,51.263,53.723,48.213,50.654,50.271,50.723
18.602,65.260,60.990,63.672,65.121,63.890,64.342,60.723
18.609,72.672,74.299,72.378,73.736,70.456,71.714,74.654
18.617,77.986,80.034,76.970,79.721,78.842,77.528,79.153
18.625,74.312,72.622,76.528,72.101,72.358,76.055,76.342
18.633,70.596,69.988,67.822,69.645,70.083,70.275,67.563
18.641,63.513,64.603,63.415,60.693,61.817,64.589,61.494
18.648,56.537,59.734,57.982,57.320,60.832,56.339,57.764
18.656,53.552,55.376,52.509,57.389,54.512,54.218,56.786
18.664,51.039,48.337,50.410,49.825,48.904,49.478,49.586
18.672,41.388,42.786,43.518,42.473,42.570,42.630,42.873
18.680,35.778,37.910,39.349,36.511,40.308,37.823,39.088
18.688,40.959,38.484,39.389,39.940,39.790,37.908,37.705
18.695,45.428,44.895,45.616,42.370,44.841,44.999,43.073
18.703,55.292,56.778,53.817,57.478,54.316,55.814,54.247
18.711,65.405,62.641,63.886,65.866,63.652,63.734,63.150
18.719,63.203,67.083,65.302,65.948,65.729,62.439,61.946
18.727,60.887,58.820,58.031,59.384,58.975,59.329,59.547
18.734,51.157,50.216,50.600,52.626,52.233,48.786,50.051
18.742,43.890,40.742,42.842,41.266,41.978,45.757,44.230
18.750,37.051,40.879,36.248,37.691,40.137,37.537,39.533
18.758,34.350,35.087,34.689,31.503,31.818,35.738,35.376
18.766,25.960,26.665,26.064,26.846,27.597,27.468,24.349
18.773,20.263,15.969,21.364,19.798,21.663,17.765,20.677
18.781,14.901,14.564,12.167,13.902,14.212,13.319,11.952
18.789,13.437,18.810,15.371,15.838,16.924,17.531,17.657
18.797,23.346,24.181,24.654,25.926,25.993,24.495,24.072
18.805,33.076,37.956,34.246,36.671,33.770,34.034,34.063
18.812,40.461,42.853,39.790,41.761,41.990,42.126,40.104
18.820,38.888,41.791,38.294,39.000,40.905,39.657,43.284
18.828,37.084,33.290,34.752,35.122,37.447,36.094,35.319
18.836,30.673,27.323,27.999,29.831,25.498,30.485,25.977
18.844,23.328,24.535,22.552,20.895,25.391,24.720,24.774
18.852,17.667,17.875,16.962,17.755,18.612,18.592,19.906
18.859,15.104,18.165,14.600,18.464,15.909,14.414,13.853
18.867,8.334,11.143,9.859,8.438,11.694,8.650,12.450
18.875,4.410,6.668,6.520,3.507,4.302,3.588,6.463
18.883,3.800,1.404,4.270,4.653,4.967,3.522,4.933
18.891,7.085,6.931,6.667,6.544,6.059,7.669,10.065
18.898,18.231,18.877,18.592,18.430,17.524,20.615,18.337
18.906,33.925,31.860,30.382,33.900,32.987,30.785,30.302
18.914,39.106,40.870,41.899,37.592,38.174,41.443,38.001
18.922,43.016,40.898,39.178,39.194,42.326,42.743,41.730
18.930,39.258,35.963,34.570,38.505,35.347,37.301,35.581
18.938,30.308,28.161,32.435,33.150,32.887,31.425,32.207
18.945,28.462,26.644,28.840,30.164,26.571,28.826,30.566
18.953,29.642,27.464,29.208,26.093,25.819,30.285,27.820
18.961,27.167,26.230,29.011,27.172,27.802,26.989,27.661
18.969,24.248,20.687,24.645,21.956,20.971,24.269,24.210
18.977,18.505,17.601,17.738,21.167,19.039,21.984,18.094
18.984,20.427,22.496,20.725,18.264,21.024,18.484,20.649
18.992,27.316,30.587,26.889,29.812,29.293,30.167,27.119
19.000,43.524,42.683,41.053,38.650,39.337,43.902,43.353
19.008,56.112,55.056,53.378,56.166,56.565,54.177,56.396
19.016,60.918,62.817,62.840,62.173,61.881,63.439,62.376
19.023,63.062,60.772,64.070,65.696,62.494,61.741,62.126
19.031,60.714,57.515,57.220,60.599,57.845,59.749,57.239
19.039,53.932,52.910,55.200,55.937,52.609,55.724,54.149
19.047,52.927,50.629,50.248,53.658,51.236,52.128,50.192
19.055,51.153,50.652,51.225,51.769,51.406,50.893,54.109
19.062,47.616,51.296,50.838,50.313,45.937,51.565,47.468
19.070,41.895,42.552,41.763,43.441,43.645,43.085,44.162
19.078,40.665,39.495,38.361,41.220,42.761,39.555,41.050
19.086,42.438,41.306,40.842,40.528,40.867,41.289,40.019
19.094,48.713,49.545,49.318,52.977,48.273,48.366,48.389
19.102,62.611,64.169,62.942,61.256,61.706,64.830,60.654
19.109,75.615,71.182,74.200,71.211,73.937,71.435,75.283
19.117,79.077,76.113,77.193,77.231,77.644,79.396,75.924
19.125,73.839,73.348,74.233,75.456,75.654,73.714,76.080
19.133,67.144,68.260,67.089,67.944,67.555,66.216,70.835
19.141,60.682,60.043,64.784,60.627,62.831,62.584,62.026
19.148,60.028,58.880,56.142,58.029,58.638,58.628,57.869
19.156,53.427,53.808,56.328,54.946,55.125,57.435,57.256
19.164,47.466,51.623,50.719,47.702,51.027,50.180,51.495
19.172,41.821,41.350,42.515,42.189,42.281,43.466,40.681
19.180,35.131,36.683,39.055,39.690,36.385,39.504,38.868
19.188,37.910,37.837,39.937,41.521,38.350,40.497,40.621
19.195,45.377,43.282,46.721,44.327,46.402,46.532,47.446
19.203,55.323,59.215,57.781,59.002,54.548,58.966,55.273
19.211,62.618,62.675,66.640,64.655,63.791,65.397,62.505
19.219,60.739,64.958,63.091,65.053,65.459,62.907,61.820
19.227,55.300,57.365,57.752,59.511,58.317,60.851,57.463
19.234,51.815,51.808,50.604,50.207,48.472,51.522,49.805
19.242,44.081,45.145,43.941,43.667,43.151,41.929,42.899
19.250,42.158,38.155,40.111,37.001,36.902,39.125,41.304
19.258,34.596,33.969,33.262,32.779,31.568,33.188,31.671
19.266,26.393,24.965,28.164,25.486,29.629,28.823,24.987
19.273,17.449,20.954,20.770,17.755,19.033,19.942,21.067
19.281,14.494,12.401,15.167,15.099,16.822,11.802,12.171
19.289,17.838,16.101,17.626,15.090,13.155,17.667,16.898
19.297,25.481,26.048,26.950,22.776,25.296,25.782,21.318
19.305,33.810,34.760,36.980,34.453,34.340,36.886,32.798
19.312,39.924,40.614,42.379,39.835,38.982,42.670,40.813
19.320,41.821,41.423,43.302,42.292,39.705,42.712,43.333
19.328,32.765,37.218,33.637,37.125,35.755,36.615,32.486
19.336,28.665,26.260,26.045,29.632,27.871,25.264,30.460
19.344,21.009,25.395,24.217,22.288,21.449,22.154,25.660
19.352,17.358,19.131,21.982,20.598,17.976,20.721,20.026
19.359,15.402,16.207,15.116,14.319,17.829,14.140,17.250
19.367,8.266,9.539,8.755,8.707,8.753,9.176,9.153
19.375,6.328,4.919,4.602,7.171,4.702,3.345,3.380
19.383,5.498,1.220,4.993,0.812,1.050,3.533,4.303
19.391,8.926,7.962,8.049,6.873,5.872,5.815,9.759
19.398,17.686,21.381,19.999,19.089,18.121,20.519,20.047
19.406,32.554,32.008,30.074,32.058,33.163,34.352,33.302
19.414,40.438,39.388,36.958,41.808,37.658,37.535,39.391
19.422,40.834,38.877,42.409,40.406,38.589,38.902,42.568
19.430,37.149,34.172,38.419,36.300,38.068,35.913,36.341
19.438,31.093,31.628,31.528,29.558,30.198,31.343,32.403
19.445,28.511,31.625,30.635,28.242,27.899,28.471,27.315
19.453,29.261,30.782,26.475,28.848,27.159,30.360,27.733
19.461,24.734,26.477,29.014,24.964,28.263,25.062,25.756
19.469,23.746,20.780,22.872,21.840,22.407,25.157,24.693
19.477,18.787,18.459,20.171,17.864,19.770,16.256,20.105
19.484,22.303,21.721,18.866,21.540,22.019,17.047,18.118
19.492,27.120,27.063,30.890,27.526,29.927,26.936,29.198
19.500,41.212,39.659,40.385,42.919,42.716,39.887,40.034
19.508,53.371,55.641,54.967,56.029,55.165,54.666,58.068
19.516,62.472,60.906,64.051,64.337,65.053,60.000,61.355
19.523,62.021,60.594,59.335,62.565,65.128,59.081,62.737
19.531,55.521,57.545,59.486,59.888,61.357,58.770,58.139
19.539,54.215,55.155,52.935,56.584,53.938,54.650,54.121
19.547,50.547,54.571,49.965,53.311,51.841,54.048,52.173
19.555,52.661,47.907,51.246,49.365,49.982,49.839,50.298
19.562,48.514,48.685,50.915,46.178,49.156,48.013,48.322
19.570,43.420,46.833,44.116,42.636,45.955,43.740,44.980
19.578,42.531,43.107,42.769,43.186,41.014,38.107,41.937
19.586,41.627,43.728,42.908,45.091,42.788,42.156,40.688
19.594,47.559,47.829,51.621,50.591,50.696,51.210,50.509
19.602,61.333,60.857,65.096,61.446,60.479,63.648,64.839
19.609,70.817,75.877,75.228,74.511,75.556,75.031,74.802
19.617,75.470,79.716,78.213,77.290,79.704,78.651,77.568
19.625,73.762,73.918,72.329,76.865,72.293,74.753,74.048
19.633,66.795,67.934,66.354,68.552,70.428,70.200,67.652
19.641,61.301,63.880,60.603,61.490,61.907,62.719,61.443
19.648,57.838,57.678,62.144,58.694,60.017,58.459,60.013
19.656,53.657,55.935,55.002,52.589,55.316,54.109,54.851
19.664,47.527,50.352,49.288,50.599,51.535,47.710,51.991
19.672,41.977,42.748,41.389,42.232,42.648,42.788,45.459
19.680,39.789,40.478,39.331,37.654,36.898,37.329,38.693
19.688,41.276,37.020,37.456,38.577,37.531,36.172,40.708
19.695,45.011,46.129,45.628,47.041,45.813,43.659,47.147
19.703,56.562,57.028,58.280,55.287,57.465,55.700,56.872
19.711,66.614,61.332,64.909,62.583,62.495,61.673,65.645
19.719,64.121,63.942,66.526,63.128,61.055,64.840,63.330
19.727,60.756,58.071,58.594,57.058,60.886,56.356,57.777
19.734,49.892,48.728,49.110,51.077,47.860,51.988,48.755
19.742,45.747,43.027,44.856,42.832,41.034,42.738,43.014
19.750,37.697,40.582,42.053,41.303,37.127,37.066,37.481
19.758,32.523,34.933,34.457,35.218,34.152,33.833,31.577
19.766,26.098,27.533,29.221,29.598,25.515,26.273,28.561
19.773,19.622,16.436,20.978,17.323,17.716,20.812,21.335
19.781,13.758,14.526,15.013,13.648,12.695,13.514,15.098
19.789,18.225,18.248,16.976,16.130,17.162,15.139,14.934
19.797,22.808,24.597,25.461,25.314,22.737,24.767,26.152
19.805,33.029,33.454,34.759,36.573,31.936,34.857,35.296
19.812,43.860,43.134,41.356,43.576,41.662,41.828,42.706
19.820,42.988,43.372,41.060,41.852,40.515,38.994,40.041
19.828,35.508,34.769,37.577,37.607,34.457,36.432,35.959
19.836,29.547,29.856,28.368,28.883,27.738,29.844,30.288
19.844,23.643,22.381,21.560,23.642,21.415,20.786,22.783
19.852,18.076,21.343,21.596,22.022,21.174,21.722,17.071
19.859,17.106,16.787,18.140,16.588,14.340,13.594,15.239
19.867,9.543,9.012,9.773,7.852,11.054,9.626,9.936
19.875,4.618,3.498,6.625,5.229,5.732,4.022,4.999
19.883,3.991,4.094,0.913,0.656,1.675,2.330,4.700
19.891,7.161,6.102,8.023,5.930,8.446,9.983,8.782
19.898,22.232,19.624,18.645,18.597,20.893,21.088,18.870
19.906,31.556,34.188,31.529,32.026,33.505,33.504,29.822
19.914,38.493,37.843,40.402,40.731,41.897,40.192,40.030
19.922,37.957,39.252,38.154,38.652,38.532,39.615,42.846
19.930,37.870,35.839,34.063,35.270,36.995,34.769,38.524
19.938,30.946,30.120,31.472,31.414,32.454,34.257,30.597
19.945,27.499,30.556,28.464,27.173,31.351,30.411,29.743
19.953,26.935,30.079,27.443,30.101,27.740,28.773,29.607
19.961,27.248,27.283,23.339,26.401,26.353,26.346,27.385
19.969,21.098,20.808,21.720,24.510,23.365,21.454,20.248
19.977,21.121,21.021,18.547,20.017,20.065,19.363,18.261
19.984,20.922,20.333,21.220,21.726,21.185,19.782,22.834
19.992,30.760,29.894,27.385,31.353,26.421,29.429,28.067
20.000,42.948,40.865,42.897,42.503,41.516,40.948,39.155
20.008,54.321,56.212,53.603,53.257,52.795,53.430,51.863
20.016,61.204,63.306,64.482,63.068,61.320,62.530,59.355
20.023,60.736,64.699,60.629,60.456,60.852,62.364,62.242
20.031,56.787,59.977,57.038,56.259,56.415,58.292,57.285
20.039,52.672,56.828,54.978,55.831,55.486,54.626,55.173
20.047,55.953,53.683,52.704,50.272,51.861,51.358,51.272
20.055,53.374,49.331,53.265,52.232,51.681,50.629,52.247
20.062,49.688,48.357,46.742,49.849,49.500,49.581,49.231
20.070,45.576,44.808,41.644,42.702,44.397,43.796,43.293
20.078,40.229,41.416,38.926,40.159,41.314,40.480,37.808
20.086,40.476,43.740,39.295,44.258,42.943,42.251,41.868
20.094,49.282,50.308,52.267,51.536,49.063,52.850,51.498
20.102,64.560,63.589,65.208,63.242,64.588,65.575,62.748
20.109,71.664,71.627,75.324,74.426,73.812,73.622,71.639
20.117,75.234,75.240,75.876,75.208,78.519,77.210,79.455
20.125,73.718,74.528,75.843,75.884,73.033,77.071,75.845
20.133,67.174,68.262,66.502,69.777,68.188,68.070,65.716
20.141,61.799,64.075,61.153,62.343,62.131,60.376,61.022
20.148,57.001,57.182,59.972,57.385,56.102,57.732,60.213
20.156,55.729,56.676,56.506,56.777,57.116,53.760,55.549
20.164,48.546,51.058,49.981,50.884,50.957,50.802,48.601
20.172,43.689,42.445,44.537,43.126,43.751,42.495,43.590
20.180,39.885,37.065,37.734,35.756,38.054,37.403,37.098
20.188,38.846,40.046,38.272,39.723,40.617,38.659,40.013
20.195,44.824,47.296,46.170,44.749,47.785,48.222,47.520
20.203,56.468,56.813,54.313,57.971,55.671,57.151,56.532
20.211,64.344,64.594,65.922,62.711,61.079,65.420,62.502
20.219,64.717,61.311,61.789,65.341,66.703,63.047,64.476
20.227,55.509,58.516,58.144,58.497,60.321,58.482,58.127
20.234,47.556,49.410,49.720,51.956,49.674,49.450,51.397
20.242,42.018,45.536,44.247,41.371,40.577,42.398,44.155
20.250,40.848,37.485,40.325,36.925,36.618,36.586,38.273
20.258,34.145,33.571,31.826,34.572,30.998,30.013,31.955
20.266,28.633,26.778,25.438,27.051,23.423,25.231,29.191
20.273,18.583,18.538,17.821,21.369,17.866,20.840,17.738
20.281,15.312,14.815,14.740,14.220,15.732,13.393,16.408
20.289,16.114,16.002,14.978,16.353,16.942,12.694,16.625
20.297,25.801,21.946,24.676,22.891,24.800,25.798,21.053
20.305,36.919,32.279,34.596,36.431,35.194,35.944,36.032
20.312,42.532,43.172,40.074,39.692,39.677,41.216,43.528
20.320,40.612,42.043,39.028,40.541,38.855,37.870,38.458
20.328,36.584,37.209,37.257,34.220,37.384,36.335,37.261
20.336,29.800,28.983,28.737,29.337,28.186,29.957,29.192
20.344,20.623,22.062,25.251,23.922,24.837,22.354,22.769
20.352,22.320,18.610,19.863,18.995,20.126,19.033,20.369
20.359,17.425,18.125,14.944,18.970,14.290,17.120,13.992
20.367,9.417,9.357,8.392,11.067,11.792,12.233,9.796
20.375,6.579,5.714,3.133,5.478,5.470,6.816,3.804
20.383,4.901,5.145,1.793,1.637,3.663,3.519,0.495
20.391,10.625,8.585,9.165,6.279,9.860,6.997,6.051
20.398,18.076,19.679,20.154,22.093,19.185,21.156,17.979
20.406,33.888,31.971,33.108,33.873,34.371,32.581,31.350
20.414,41.760,40.161,40.201,37.023,40.474,39.595,40.401
20.422,38.869,40.736,40.031,42.851,40.376,39.483,38.906
20.430,34.332,36.180,35.655,37.817,35.365,36.228,35.742
20.438,31.252,29.753,29.473,30.219,30.440,30.652,29.641
20.445,32.138,31.975,31.843,29.705,28.704,29.252,29.459
20.453,27.090,29.623,29.358,27.072,29.278,29.104,29.762
20.461,28.516,28.617,27.862,28.654,24.851,25.921,26.006
20.469,23.049,25.162,20.820,25.174,21.538,22.558,23.479
20.477,21.488,20.681,17.566,18.192,22.622,17.703,19.209
20.484,18.676,18.456,20.113,21.131,19.483,19.199,17.887
20.492,30.519,31.126,30.905,26.504,27.840,30.480,27.420
20.500,41.831,42.305,43.325,42.901,41.159,44.505,43.110
20.508,53.078,53.811,55.676,56.737,53.932,55.539,57.571
20.516,60.533,61.860,62.989,63.055,62.456,59.337,62.506
20.523,63.612,60.356,65.076,61.768,62.634,63.609,64.144
20.531,61.330,58.691,56.811,58.912,60.822,57.512,59.023
20.539,55.150,55.564,54.623,53.390,54.124,56.726,55.373
20.547,55.506,53.601,51.035,50.525,50.068,53.562,53.275
20.555,51.452,49.178,50.846,52.262,50.250,50.432,51.718
20.562,48.408,50.930,49.817,47.957,50.487,46.248,47.449
20.570,44.089,42.671,45.205,45.491,46.659,45.474,43.417
20.578,40.366,40.162,43.335,39.935,40.925,39.399,40.587
20.586,42.308,44.168,42.894,42.734,40.445,40.416,39.946
20.594,50.034,50.129,49.168,51.655,49.036,50.569,49.298
20.602,62.312,60.730,63.822,64.230,60.301,64.137,63.826
20.609,74.111,71.146,73.834,71.408,75.203,73.245,73.014
20.617,76.270,75.995,77.964,78.677,76.541,75.022,75.661
20.625,75.219,73.926,74.751,74.102,72.805,73.531,76.563
20.633,70.482,66.553,66.768,66.108,66.240,70.532,68.842
20.641,60.883,63.694,61.949,62.221,63.986,61.065,63.853
20.648,60.397,57.122,57.563,60.005,58.725,59.095,57.191
20.656,56.536,57.788,52.837,55.344,57.278,57.821,54.732
20.664,50.016,48.253,48.689,52.892,47.863,51.519,49.845
20.672,43.725,40.205,43.259,41.750,40.625,43.582,44.523
20.680,39.881,40.045,38.955,37.898,39.100,38.050,38.412
20.688,35.921,40.078,38.484,36.205,38.416,37.221,37.081
20.695,48.144,43.241,44.289,44.705,45.920,45.701,44.882
20.703,55.685,54.036,57.551,55.186,57.957,56.313,54.902
20.711,65.072,62.066,65.122,65.938,62.165,63.390,64.973
20.719,63.202,65.800,61.922,66.270,67.056,65.529,64.477
20.727,60.262,60.377,57.020,59.253,57.220,58.519,56.251
20.734,47.805,51.617,48.750,52.073,51.222,51.750,50.570
20.742,45.745,43.676,42.293,42.406,44.167,42.050,46.068
20.750,41.613,38.221,40.696,35.410,36.199,38.664,37.121
20.758,34.883,33.397,30.969,31.931,34.514,31.960,34.325
20.766,26.326,25.533,27.171,24.688,28.283,28.073,23.566
20.773,19.210,16.540,17.152,20.526,16.728,18.962,19.459
20.781,11.744,14.463,14.154,14.121,15.450,15.791,11.253
20.789,15.288,14.021,17.663,18.360,16.859,16.858,12.571
20.797,22.443,26.123,24.171,25.370,23.558,23.447,21.959
20.805,35.253,36.799,32.660,37.731,36.821,37.576,33.270
20.812,42.207,39.942,43.701,38.431,44.191,42.052,41.607
20.820,38.795,41.010,40.782,39.354,41.000,39.095,39.934
20.828,32.315,35.837,34.690,35.806,36.591,33.955,36.364
20.836,27.595,28.981,29.678,29.626,29.229,26.238,30.542
20.844,20.898,24.231,21.533,21.164,21.971,23.000,22.361
20.852,20.201,22.075,20.630,21.198,23.016,20.682,21.058
20.859,16.335,18.043,15.542,15.352,14.483,14.664,18.437
20.867,9.422,12.247,9.719,8.612,12.542,11.171,10.581
20.875,3.356,7.414,4.684,5.401,4.439,3.105,4.156
20.883,4.447,2.945,4.782,1.249,4.632,2.561,3.887
20.891,7.908,6.920,7.030,7.744,6.680,10.352,10.992
20.898,20.826,17.772,19.495,16.538,17.175,20.721,20.898
20.906,32.339,32.448,30.789,31.759,32.851,29.858,30.480
20.914,41.732,41.055,40.623,39.505,41.156,41.987,41.249
20.922,41.602,42.374,40.095,41.443,42.172,40.390,38.926
20.930,34.613,36.881,37.787,38.184,38.814,33.266,38.320
20.938,31.996,34.571,30.703,31.315,34.083,31.560,33.197
20.945,31.259,30.462,30.153,27.430,28.005,28.658,27.984
20.953,28.298,30.160,29.552,25.686,27.353,29.342,27.911
20.961,24.065,28.490,26.020,29.478,26.933,24.783,28.789
20.969,23.505,22.326,23.585,21.365,20.476,22.530,21.361
20.977,18.794,18.655,19.847,21.807,18.985,17.550,19.003
20.984,20.675,18.367,19.128,19.332,21.554,19.758,21.383
20.992,28.715,29.119,26.582,30.300,29.941,28.828,30.004
21.000,39.658,40.069,43.555,41.357,41.571,42.593,43.172
21.008,54.454,55.688,55.637,52.762,56.840,55.567,55.296
21.016,59.316,60.792,62.034,61.921,65.646,62.665,62.459
21.023,62.402,62.443,63.171,62.966,62.134,63.770,64.916
21.031,55.488,60.157,57.846,57.585,57.562,60.223,57.816
21.039,52.908,55.952,52.490,54.227,56.856,55.341,55.868
21.047,55.477,51.658,54.759,52.925,53.725,52.074,50.239
21.055,53.502,49.680,52.629,49.543,51.764,51.865,49.593
21.062,46.765,46.492,47.469,47.294,49.116,50.685,51.112
21.070,42.602,41.917,42.050,44.330,41.040,44.877,43.635
21.078,39.204,41.321,42.512,39.567,41.468,39.724,41.224
21.086,44.582,43.389,41.034,41.291,44.214,44.707,39.866
21.094,49.521,50.092,50.384,47.485,50.814,49.076,51.261
21.102,64.737,64.651,62.585,60.700,62.375,61.418,64.148
21.109,75.297,72.402,71.007,72.599,72.791,74.712,75.857
21.117,79.022,79.097,75.930,76.639,76.810,78.073,77.171
21.125,76.844,75.318,73.751,74.742,76.248,73.598,75.867
21.133,68.593,68.894,67.537,66.956,69.880,69.658,69.609
21.141,62.138,65.194,64.047,63.984,64.952,64.582,63.966
21.148,57.287,58.604,56.293,59.651,57.495,57.366,57.509
21.156,53.513,55.219,55.985,56.621,52.738,53.830,56.211
21.164,48.776,47.602,48.094,50.492,52.742,48.522,51.588
21.172,40.121,42.049,43.513,44.482,45.016,41.898,42.750
21.180,40.283,38.634,36.359,38.260,36.874,36.104,39.748
21.188,38.309,40.467,37.763,36.905,37.478,40.180,40.653
21.195,46.468,48.096,46.798,46.842,45.695,46.625,47.432
21.203,54.964,57.401,56.491,57.302,56.640,54.126,55.302
